# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.4 on 2021-03-23 at 16:29:12
#
# Requested input R.A. = 162.2187 degrees
# Requested input Dec. = 50.03668 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460000.0 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://zwicky.tf/vgt
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 377 753 16 2 ZTF_r 701523406215 0 2.4548 134.35 6.03791 25.869 4.96727e-05 0.0421524 0.127516 6.16413e-05 268 30. 0.066416 0.064509 19.9338 25.869 3 2458456.0234028 753120262 -189.266140962613 34.6093857605754 -6.08322439316577 1.15337089431761 -125.356405291318 56.3711448989206 -2.23874622592136 1.07311294490982 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 378 752 13 3 ZTF_g 707462835115 0 1.9803 37.158 5.66835 25.1948 4.95224e-05 0.0404925 -0.014319 8.76322e-05 200 30. 0.059773 0.059745 19.5808 25.1948 3 2458461.9628356 752120151 -51.9125015578064 26.0643279120887 -2.2155432247633 1.33375251093464 -59.6762655819625 44.1903802589322 -1.35953092759327 1.12372032269381 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 379 752 13 3 ZTF_g 707467015115 0 1.9776 48.4427 5.42443 25.4944 4.59552e-05 0.0411188 -0.028744 7.07833e-05 240 30. 0.059783 0.061637 19.9947 25.4944 1 2458461.9670139 752120151 -10.6781744062113 26.1529701790055 -0.454182914012457 1.19483917010585 104.601363065803 45.4505155572909 2.31693431797362 1.11650649229758 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 380 753 16 2 ZTF_g 707494506215 0 2.7494 46.0318 5.01895 25.7194 5.85654e-05 0.0445795 -0.101557 8.35542e-05 227 30. 0.070953 0.056604 19.8568 25.7194 3 2458461.9945023 753120162 -96.8199192749186 28.3515820626329 -3.79876317287814 1.14818040964647 -188.349096964108 45.3751691317093 -4.17888555783476 1.06542840853903 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 381 753 16 2 ZTF_g 707495436215 0 2.8462 44.7193 5.04253 25.6646 7.20813e-05 0.0484216 -0.107565 0.000103045 222 30. 0.071837 0.055311 19.7714 25.6646 1 2458461.9954398 753120162 147.412670063775 29.0073383324802 5.65303576628763 1.71645802910554 -56.9083626838192 43.9513894174231 -1.30352292703631 1.0686315240545 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 382 752 13 3 ZTF_r 707530855115 0 13.5988 137.586 6.51955 25.9375 2.59029e-05 0.0323206 0.114788 3.55899e-05 275 30. 0.062685 0.064604 20.0157 25.9375 1 2458462.0308565 752120251 55.6943743608511 35.9118944736689 1.72515378183295 1.23799109302508 113.600967225617 56.4297523096967 2.02669817950362 1.10979295537364 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 383 752 13 3 ZTF_r 707531755115 0 2.9112 140.304 6.45409 25.9596 2.16594e-05 0.0296852 0.113469 3.00732e-05 274 30. 0.058735 0.064493 20.1892 25.9596 3 2458462.0317593 752120251 60.6871930300219 30.4275404780692 2.21863062112846 1.3292908655395 101.780133032446 49.7096414451391 2.06128278349008 1.10035047255449 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 384 753 16 2 ZTF_r 707532236215 0 2.1579 144.399 6.49303 25.9179 2.24657e-05 0.0282065 0.116826 2.78182e-05 265 30. 0.062126 0.05448 20.1984 25.9179 3 2458462.0322338 753120262 -173.029619622189 27.7038186820201 -6.94761298205083 1.33038755358464 -265.969089918615 49.1234360058624 -5.45076706380575 1.05636573564962 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 385 753 16 2 ZTF_r 707533176215 0 2.2852 143.025 6.47849 25.9243 2.3161e-05 0.0286968 0.109524 2.87565e-05 266 30. 0.065028 0.052884 20.1021 25.9243 1 2458462.0331713 753120262 -203.880007025791 28.8682783832028 -7.85612810004524 1.31841122005036 -218.639657103222 50.9301255794322 -4.32184694753856 1.05539125814972 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 386 752 13 3 ZTF_g 708493375115 32 2.2686 3.15898 5.94724 22.4312 0.00402229 0.0575741 0.172541 0.011392 21 30. 0.080697 0.082783 16.5934 22.4312 3 2458462.9933796 752120151 17.7584504871474 30.4904427823956 0.647882334797604 1.05547308295658 76.0534035155378 51.2002604225864 1.49541480711228 1.1267266251692 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 387 753 16 2 ZTF_g 708493856215 32 2.9257 3.37153 5.4966 22.9343 0.00229593 0.0529647 -0.00903914 0.00578159 24 30. 0.09431 0.084959 16.9181 22.9343 3 2458462.9938542 753120162 25.8946922872161 32.8640373318077 0.876485307454093 0.981270247847797 -23.8197906455758 51.0077042340364 -0.470129339599678 1.09219161932771 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 388 753 16 2 ZTF_g 710484136215 0 2.435 75.5562 3.54708 26.2486 2.25649e-05 0.0285392 -0.113777 2.8007e-05 268 30. 0.060128 0.051967 20.8375 26.2486 1 2458464.9841319 753120162 186.067806517384 23.0862008927136 8.96548046325436 3.67449441590452 -108.428475370722 35.4512979308492 -3.07911850233777 1.05743542390686 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 389 752 13 3 ZTF_g 710484595115 0 2.4962 88.7272 3.67104 26.2277 2.23159e-05 0.0299192 -0.009465 3.02294e-05 274 30. 0.060631 0.069543 20.8648 26.2277 1 2458464.9845949 752120151 -27.963193638503 25.8356988397604 -1.20398578040698 1.71606624149622 69.9379087999678 41.1254128594246 1.71205441463359 1.14574030497707 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 390 752 13 3 ZTF_g 710491125115 0 2.364 89.3979 3.71087 26.2174 2.40591e-05 0.0313057 -0.0173873 3.35365e-05 273 30. 0.067985 0.070496 20.807 26.2174 3 2458464.9911227 752120151 -119.522021800263 26.8335795158565 -4.95477710294923 1.84472094578759 35.259133896405 42.2089614998611 0.840973218257102 1.15059763827029 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 391 753 16 2 ZTF_g 710491596215 0 2.2319 75.7976 3.55382 26.2356 2.2001e-05 0.0279879 -0.084558 2.72561e-05 266 30. 0.060721 0.048121 20.9049 26.2356 3 2458464.9915972 753120162 136.033964838737 22.4819523350497 6.73082244911898 2.5483982360155 -116.923614840146 36.0698052638596 -3.26342494094985 1.06067480037001 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 392 752 13 3 ZTF_r 710535645115 0 2.8782 157.467 4.86125 26.1262 2.37533e-05 0.0312976 0.11752 3.29759e-05 276 30. 0.062461 0.077358 20.4416 26.1262 3 2458465.0356481 752120251 37.8436201683779 30.1078250056424 1.39819612065507 1.63919660376645 174.676075820143 48.4300859029462 3.63105961846055 1.10058086259884 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 393 752 13 3 ZTF_r 710536565115 0 4.2356 157.162 4.86384 26.1364 4.1009e-05 0.0329579 0.116702 5.71573e-05 175 30. 0.063476 0.078318 20.4029 26.1364 1 2458465.0365625 752120251 -2.06412796282384 32.5944479823971 -0.070444613086494 1.56913748011507 -8.04299522545598 50.9569458258641 -0.158902091360086 1.10388998151412 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 394 752 13 3 ZTF_r 711498225115 0 2.9471 164.185 5.64149 26.1293 1.97226e-05 0.027991 0.116836 2.73691e-05 272 30. 0.063753 0.065256 20.435 26.1293 3 2458465.9982292 752120251 23.6694140258515 29.5418889417624 0.8912592420342 1.46561396384865 122.068938278587 46.9674426140897 2.61651630919867 1.08835602450137 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 395 753 16 2 ZTF_r 711499736215 0 2.5151 163.295 5.22892 26.0996 1.88394e-05 0.0260971 0.102524 2.34232e-05 267 30. 0.070508 0.057408 20.2772 26.0996 3 2458465.9997338 753120262 -83.6976592638688 28.4058713046235 -3.27763054629314 1.24793780601948 -151.224850911201 48.6158550979562 -3.13155777422901 1.04461909672232 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 396 753 16 2 ZTF_g 711542186215 0 2.4657 82.8761 4.32749 26.2589 2.39311e-05 0.0294697 -0.100331 2.97751e-05 267 30. 0.067468 0.053003 20.6917 26.2589 3 2458466.0421875 753120162 89.0668084172715 26.3936157412395 3.75380580645537 2.13511172622933 -77.3826787273481 41.5965892448731 -1.87284238768168 1.07774136312114 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 397 752 13 3 ZTF_r 712472305115 32 2.7191 15.3815 9.87563 23.63 0.000371004 0.058727 0.0910545 0.000718562 75 30. 0.084177 0.086563 17.1056 23.63 3 2458466.9723032 752120251 119.078196758048 54.7086263982373 2.42120320218934 0.933400397224163 214.821233973465 86.9874761660442 2.48619774795142 1.09614970597177 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 398 752 13 3 ZTF_g 712513805115 0 2.9778 12.745 6.25707 24.023 0.000362589 0.0498719 -0.0186459 0.00103496 71 30. 0.081343 0.085245 17.8815 24.023 3 2458467.0138079 752120151 -34.545406985092 37.2019935168386 -1.03294905318977 1.04065703139991 -43.5867001584659 54.6843033623087 -0.802428784747664 1.13207017194197 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 399 753 16 2 ZTF_g 712514286215 0 2.538 8.22058 6.15052 23.7806 0.00037472 0.0508417 -0.0744626 0.000822421 60 30. 0.079921 0.070526 17.7713 23.7806 3 2458467.0142824 753120162 13.3502804446599 35.6248092159673 0.416862321470847 0.914638082383278 -34.1596279247159 56.940000786431 -0.603963725134952 1.08838524450434 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 400 753 16 2 ZTF_g 713468556215 0 1.9484 14.311 4.8176 24.3841 6.20324e-05 0.0395761 -0.0422011 0.000113739 153 30. 0.063552 0.050636 18.8469 24.3841 3 2458467.9685532 753120162 -42.5377123102138 24.1228333321901 -1.96155556347027 1.07052757152882 -90.2870331490359 44.0426887235367 -2.06379592496077 1.06557708504114 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 401 752 13 3 ZTF_g 713469025115 0 1.9216 18.8695 4.92686 24.4623 8.74433e-05 0.0488877 -0.0238459 0.000173616 168 30. 0.070319 0.061359 19.0078 24.4623 3 2458467.9690278 752120151 -71.1522033308476 23.5156383363748 -3.36578508850171 0.96255074096155 -18.6991987918052 42.9210011456886 -0.438599717365068 1.09071132724602 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 402 752 13 3 ZTF_g 713471815115 0 1.873 22.0493 4.84412 24.6831 7.28943e-05 0.0477651 -0.0491333 0.000128415 196 30. 0.06616 0.066655 19.2438 24.6831 1 2458467.9718171 752120151 53.8014164606781 21.5539909796644 2.77664791695405 1.05937219148199 162.343958531205 39.3519177835948 4.15322463650023 1.07599895929633 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 403 753 16 2 ZTF_g 713472296215 0 2.2393 18.5265 4.69057 24.6575 7.6233e-05 0.0463069 -0.0331508 0.000127427 173 30. 0.063291 0.056171 19.0605 24.6575 1 2458467.9722917 753120162 -0.787282539568292 24.7751115714372 -0.0353484033429371 1.01389403538663 -32.3482426457229 42.6626456610411 -0.763340140220932 1.06910422299618 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 404 752 13 3 ZTF_r 713509005115 48 1.5267 3.81793 7.79933 22.0282 0.00264776 0.07672 0.1403 0.00569626 27 30. 0.084963 0.077569 16.0868 22.0282 1 2458468.0090046 752120251 -15.9937594807482 34.3299853308344 -0.518240970442278 0.969444594348754 -27.2067228937853 65.6637519707779 -0.417124530897969 1.10806916354332 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 405 752 13 3 ZTF_r 713509975115 32 1.4526 4.91306 7.70406 22.5207 0.00126923 0.0785281 0.000376566 0.00272288 47 30. 0.078636 0.068093 16.6297 22.5207 3 2458468.0099769 752120251 58.1924189396532 34.5068622478365 1.87592616656987 0.940574646195005 104.400847950457 66.7286567660545 1.57509530030827 1.10224946710052 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 406 753 16 2 ZTF_g 714446796215 0 2.0805 75.6765 4.25339 26.2066 2.44549e-05 0.0296589 -0.0667738 3.03111e-05 266 30. 0.065896 0.061328 20.7607 26.2066 3 2458468.946794 753120162 -60.8943046127092 24.4106097533213 -2.77493521716226 1.91855558965912 -177.842018005373 41.5921773432701 -4.30465067387805 1.07484612551524 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 407 752 13 3 ZTF_g 714454825115 0 1.9442 93.5914 4.38615 26.2526 1.72977e-05 0.0262225 -0.0706317 2.38425e-05 269 30. 0.064268 0.059706 20.9873 26.2526 3 2458468.9548264 752120151 12.4577137264609 21.6050527421252 0.641413087320784 1.97895026569595 16.7772241600176 38.0067848463546 0.444400119565266 1.06991179432234 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 408 753 16 2 ZTF_r 714506406215 0 1.7647 162.834 5.41355 26.0856 2.43462e-05 0.0297511 0.11969 3.05356e-05 266 30. 0.061007 0.056056 20.5557 26.0856 3 2458469.0064005 753120262 -93.3752562006803 23.1447277126938 -4.48781072029211 1.79797647710806 -86.1613587509326 44.5255702854933 -1.94813137492069 1.04505807772081 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 409 752 13 3 ZTF_r 714507325115 0 1.7759 164.217 5.74662 26.1342 1.72314e-05 0.0263126 0.107416 2.39753e-05 272 30. 0.0592 0.067328 20.7457 26.1342 3 2458469.0073264 752120251 -57.4020834672506 21.431176799257 -2.97945230652442 1.68232821879189 -173.990400525548 38.5098772382656 -4.54850153896512 1.05556092960849 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 410 1790 8 3 ZTF_r 714520233115 0 1.4531 528.858 5.29955 26.2225 1.53087e-05 0.0260297 0.116518 2.09255e-05 290 30. 0.065318 0.066847 20.5941 26.2225 2 2458469.0202315 1790120231 126.381824874664 21.8076296554326 6.44660350374932 1.17299592392406 177.202846231861 42.5886606102514 4.18882197844093 1.03062111429156 0.128808424473764 16.0789999008179 0.0430000014603138 3.72000002861023 0.230000004172325 2458224.748993 2458772.005104 0
 411 752 13 3 ZTF_g 715512295115 0 2.1948 95.1573 3.95955 26.2864 2.43449e-05 0.0309627 -0.0995743 3.33365e-05 273 30. 0.063866 0.049773 20.9975 26.2864 3 2458470.0122917 752120151 -69.6758735911023 19.4409207185027 -3.98676277450093 2.53116359067191 -41.109150522296 33.7312824317579 -1.22693298424106 1.05834578881099 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 412 753 16 2 ZTF_g 715513216215 0 2.0015 76.8656 3.68408 26.23 1.97204e-05 0.0266109 -0.0777572 2.44789e-05 268 30. 0.062642 0.049485 20.9599 26.23 3 2458470.0132176 753120162 3.00161449843996 21.5329671761796 0.155062162784493 2.01948407904843 -110.080850217464 37.7134707957613 -2.9385322734503 1.06961318220953 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 413 752 13 3 ZTF_r 717535395115 0 2.7316 163.341 5.95634 26.1239 2.21316e-05 0.0297946 0.113501 3.04932e-05 273 30. 0.056776 0.057771 20.5258 26.1239 1 2458472.0353935 752120251 -57.7242323918104 23.7816421223676 -2.70004578240263 1.31820541906382 45.3696699436109 40.6467901975933 1.12371080370635 1.07540282956707 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 414 752 13 3 ZTF_r 717536305115 0 1.8255 165.343 5.94517 26.1335 1.75799e-05 0.0265682 0.107242 2.42101e-05 273 30. 0.055562 0.052883 20.6726 26.1335 3 2458472.0363079 752120251 -51.4547788714553 20.5336391225299 -2.78749817799788 1.34759731751465 -39.6087825828183 37.2913351078035 -1.0692979990426 1.05623729938821 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 415 753 16 2 ZTF_r 717536786215 0 2.1002 160.794 6.37322 26.0425 2.2166e-05 0.0282624 0.109035 2.76322e-05 267 30. 0.060558 0.053795 20.423 26.0425 1 2458472.0367824 753120262 -13.1750198984961 25.1710738991329 -0.582243080797813 1.32127861745876 11.3406265776832 45.0016014583025 0.253702223480749 1.05240088978935 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 416 753 16 2 ZTF_r 717537696215 0 1.8611 163.04 6.23108 26.0551 2.65821e-05 0.0308414 0.111809 3.31085e-05 267 30. 0.058638 0.050329 20.6228 26.0551 3 2458472.0376968 753120262 -58.4514888467988 20.9702630745052 -3.10060540730158 1.43010083155247 -264.472368290434 39.0520846511272 -6.81791016499751 1.05068002437918 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 417 752 13 3 ZTF_g 718511905115 0 2.3579 95.4326 5.78506 26.2499 2.44299e-05 0.0311952 -0.0387268 3.42e-05 270 30. 0.065249 0.063564 20.5338 26.2499 3 2458473.0119097 752120151 -16.3011273859754 29.6322275108091 -0.611939014695014 1.33958477793338 -23.4167684673948 48.8019025609798 -0.483064809222286 1.10936138926981 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 418 752 13 3 ZTF_r 718548065115 0 2.0737 165.877 6.19204 26.1492 1.33413e-05 0.0230459 0.104189 1.8534e-05 271 30. 0.062929 0.056705 20.4433 26.1492 3 2458473.0480671 752120251 -171.527348652005 26.4175104631145 -7.22264530350839 1.88824931028388 -234.245997862021 46.5608527643387 -5.06484834649685 1.05954759856805 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 419 753 16 2 ZTF_r 718550416215 0 2.4665 165.083 5.78132 26.0973 3.13506e-05 0.0338775 0.124568 3.91487e-05 269 30. 0.061225 0.062533 20.2422 26.0973 3 2458473.0504167 753120262 -171.68566893842 32.2597775352303 -5.92007866914469 1.59688052249031 -155.351553509493 53.3800236896082 -2.92989482488677 1.08749247649574 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
 420 752 13 3 ZTF_g 721535245115 0 1.9024 89.246 13.9448 26.255 4.6688e-05 0.0394352 -0.0157527 7.74162e-05 214 30. 0.063657 0.066683 19.615 26.255 3 2458476.0352431 752120151 107.152733120248 65.9543781116711 1.80723414925732 1.13635831896279 309.421525011702 119.773265164233 2.60079322675272 1.08521900677769 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 421 1790 8 3 ZTF_r 722449723115 0 1.6938 527.474 12.3999 26.2252 1.86568e-05 0.0289756 0.122599 2.54584e-05 291 30. 0.057684 0.049888 19.9397 26.2252 2 2458476.9497222 1790120231 134.545385261941 40.9383305303806 3.65589302681093 1.04799727743795 504.286362301704 81.680595179869 6.21546352408313 1.03358027497697 0.128808424473764 16.0789999008179 0.0430000014603138 3.72000002861023 0.230000004172325 2458224.748993 2458772.005104 0
 422 752 13 3 ZTF_r 726448495115 8 3.4205 156.107 7.16597 26.12 4.34231e-05 0.0416759 0.123378 6.0164e-05 271 30. 0.08518 0.083935 19.6692 26.12 1 2458480.9484954 752120251 15.6767555500259 56.8213664391725 0.306901714102128 1.46827061664358 107.306979284488 77.2333009280434 1.39874505771177 1.19216478787231 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 423 752 13 3 ZTF_g 726502855115 0 3.4736 90.4948 7.18073 26.219 4.27124e-05 0.0377454 -0.00452298 7.44668e-05 209 30. 0.074824 0.07199 19.7709 26.219 1 2458481.0028588 752120151 -87.3702516115157 53.8831941855754 -1.80370311286259 1.03704955555405 117.880902112124 72.4864976536938 1.63719921104601 1.195724628175 0.0615790978765016 16.5620004653931 0.0370000004768372 2.59299993515015 0.165999993681908 2458166.776458 2458248.680428 0
 424 753 16 2 ZTF_g 726504796215 0 3.1286 78.3433 7.25572 26.2001 5.4059e-05 0.0420636 -0.0454198 8.02303e-05 219 30. 0.07067 0.06768 19.8547 26.2001 1 2458481.0047917 753120162 -132.080650331073 44.6093848788109 -3.2935765733312 1.07476533267078 -102.12971374725 64.6581247024141 -1.59017236764249 1.12971454962682 0.117912928902459 16.575 0.0450000017881393 2.97499990463257 0.216000005602837 2458166.820683 2458249.705556 0
 425 1790 8 3 ZTF_r 727464103115 0 2.5649 517.667 6.35068 26.2138 1.82048e-05 0.0281891 0.117472 2.48275e-05 288 30. 0.074095 0.058063 20.2075 26.2138 2 2458481.9641088 1790120231 -41.765116354745 35.2842944417978 -1.31670067806153 1.29493197392793 -100.898410653451 57.681192784776 -1.761024041812 1.05686099861955 0.128808424473764 16.0789999008179 0.0430000014603138 3.72000002861023 0.230000004172325 2458224.748993 2458772.005104 0
 426 1790 8 3 ZTF_g 728495463115 0 2.4146 540.778 5.5877 26.2404 1.90358e-05 0.0288857 -0.0877312 2.5842e-05 289 30. 0.0711 0.055613 20.368 26.2404 2 2458482.995463 1790120131 0.85428237233428 28.8283050641882 0.0329637898634672 1.29145026607711 22.6020749532385 48.7656405639651 0.466605195078089 1.0467670210218 0.0374067599202859 16.535000038147 0.0410000011324883 3.48099994659424 0.277999997138977 2458206.765891 2458601.749873 0
 427 752 13 3 ZTF_r 732460255115 0 2.7198 164.95 5.537 26.1501 2.1996e-05 0.0298575 0.109069 3.02564e-05 275 30. 0.063062 0.062468 20.3132 26.1501 3 2458486.9602546 752120251 -65.9051052514554 30.2560953137433 -2.42304220823183 1.35709808686713 -101.792360972697 47.8363343276601 -2.14226152193287 1.07661491614265 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 428 752 13 3 ZTF_r 732461165115 0 2.2525 165.044 5.54843 26.1387 1.77361e-05 0.026684 0.110284 2.44453e-05 274 30. 0.061418 0.059776 20.6079 26.1387 1 2458486.961169 752120251 -115.887903299979 22.7974667625618 -5.65465763435251 1.84147542290362 1.1498188088937 38.6706304455468 0.0299339031039672 1.06951868939914 0.0213210300367072 16.0800003051758 0.0359999984502792 4.02400016784668 0.123000003397465 2458154.801875 2458186.788530 0
 429 753 16 2 ZTF_r 732492036215 0 2.014 164.169 5.15476 26.0898 2.58329e-05 0.0304803 0.113895 3.21117e-05 268 30. 0.056702 0.059512 20.5495 26.0898 1 2458486.992037 753120262 -74.8564263460511 25.0091007131155 -3.32955210464116 1.34504541044434 -111.987116979643 45.4850450933328 -2.47864669418992 1.06288609684995 0.068728815077209 16.0759996414185 0.0359999984502792 3.28999996185303 0.133000001311302 2458154.879201 2458186.823437 0
